review_id,review_date,reviews,product_id,ratings,order_id
7381de2b-873c-4d3e-974a-c86567e6cbd6,2023-11-12,No comment,5PD3DD3YD39,4,004023f8-89c0-462d-8d0b-ebdaae4ac544
03b146d7-7bfd-4074-90a6-97f38dc711a4,2023-12-13,No comment,6VT4TC0AD68,2,004c93e0-dfc1-4190-bba7-2a018079b354
0b853865-fb40-4afe-9feb-0e307f1cb257,2023-10-06,I've had a positive experience with this product overall,5CQ1KE2YU33,4,02f693bf-e952-412a-a687-24c5bc8876be
c4032ded-5bd9-4e67-923c-f7660d2d911c,2024-01-14,"Received the wrong item, completely disappointed",3HA9HX7DX66,1,03718afe-c1bb-4b2b-a4cc-837087a6bf6d
0f961022-089a-41aa-b2ac-159093298431,2023-08-15,No comment,9EU9K95PG07,4,037b0c7e-2ef2-430f-adf7-45da6ca0293f
ebefc518-e78c-4814-b6fd-ec40a089e20e,2023-07-02,"Exceptional product, highly recommend",6FR0E75YE74,5,03f2c521-f477-4212-9075-842321cd4269
ba382ed4-1e63-4596-a145-8b56631c6a91,2023-03-13,No comment,1MG5J33DQ09,5,044d5dba-3967-4dd5-8f7f-0fb67f5518a2
96875b41-5ad5-4dc0-9a41-00af962672f1,2023-06-30,"It's okay, but I expected more for the price",4KF2XX1GT05,3,04fb44c4-9197-4e8a-a72a-0161da4e0b49
9b887758-9472-4aa8-b914-b2cd08a0e47b,2023-03-31,Very impressed with the customer service and support,1D54NM0XV43,4,05ce6c75-4a20-45d9-9497-83392c0b5458
9ef46539-42b7-4601-a9a1-2cb888497ae7,2023-06-12,I'm impressed with the durability and performance of the product,7XR1KY0NP64,4,06397d42-8f44-47ae-9414-c1ec827def1f
070f30a3-0f22-4b24-be2c-cf80623dc011,2023-03-04,"Remarkable product, 5 stars all the way",8H99HV5HU19,5,069bbc33-7cb7-429e-a37e-a0ad1b58920f
f58980de-118a-45d2-b02a-f8af7f9da84c,2023-10-02,No comment,1QV1FJ6KQ49,4,0716171c-fe6f-4045-8eaa-593eada725d7
3c5c6774-91a6-4f36-8558-1826298650af,2023-05-19,"This product has been a game-changer for me, highly recommend",2H07HR3AN89,4,08e5c28d-9d95-4107-b622-83fc82f36c50
ab67fcd0-f6f7-4854-94ab-a67098accac0,2023-07-11,"The product had a strange taste/texture, couldn't consume it",9YT2TY0MJ74,2,092f1da5-82df-4b3b-803a-ef9417f13453
5161b9f6-def1-4fc5-a119-5f18104816ee,2023-06-18,"Phenomenal product, highly impressed",3UQ6JC1FJ55,5,0c4bef1e-11f0-44cb-93bb-6d236438dc9c
a7dd3d45-caaf-482d-9d30-539e69216866,2023-04-08,"Delighted with this purchase, perfect product",9WW1VF3FE02,5,0c683674-dd4b-4f93-b20a-1e420639a96c
a52257cf-a647-4858-b22e-2a5f1819ce68,2024-02-16,"Impressed beyond words, remarkable product",9Y46P59HU11,5,0c8c167f-5956-4a77-a7f9-0406c5218f48
6b373e5c-470a-43f3-896d-a997fd67c283,2024-01-20,"Impressed beyond words, outstanding quality",5Y48F97CT45,5,0cb125b7-839c-4a34-ba8b-84043cf200ce
f88f80aa-76e0-4988-81c0-82358ba5a682,2023-09-09,No comment,7K27P15UC40,5,0dbffc92-c5b3-4302-9cdd-9867306e087d
c66c5b06-5181-45dd-aae5-10a695c9f37a,2023-12-01,The product didn't come with all the necessary parts,8XR1X90AJ17,1,0dde4c19-fb4f-4f4f-b3c3-42c5151d6180
820c81b8-b66e-4f97-9755-afd2bb320abe,2023-05-29,"Exceeded all expectations, highly satisfied",7Q83EM8NH08,5,0e2be5eb-a420-49e4-9fb3-13584e822918
31d2202c-e9dd-4bda-aab2-32d3219cd21e,2023-09-29,"It's an average product, meets expectations but doesn't exceed them",3K49CK5RR81,3,0f7fc924-07ac-4815-ba4b-84cf767687b3
8cf55d10-f5f0-44c8-8c34-3611a24212b8,2023-09-08,No comment,6G57MM7UX85,4,0fd247a5-cc17-4e6e-9ce4-f6f33c3ea15b
8b224dfe-626b-48e9-bf19-86fb9f6d8c16,2023-05-10,"Phenomenal quality, highly satisfied",9RX4FC8EN00,5,123109de-7007-48b0-ad71-714d10f328f5
c989eb8d-656b-42de-b8ae-0e032338090d,2023-07-30,"Very happy with the purchase, it's been a great addition to my routine",5WY1G98FX63,4,1258ba01-491c-41c9-ad6f-8985bcfb80e6
30fc6202-039f-43bd-b6a7-47e088c04d27,2023-07-23,The product was missing crucial features,5W89AE4RK75,1,125c0272-9612-4116-a01d-b0bfafd48fd3
cb20a90b-d26b-42ef-a849-e4930795a014,2023-04-28,"Exceptional value for money, highly satisfied",8AT0WD1CV64,5,12939a20-358c-44ec-becb-ad7f910fb863
b222871e-d155-4553-8354-89e54893c41e,2023-06-07,This product has been a great addition to my daily routine,9XR3KP7YH85,4,154196fb-f9fa-4d6a-b9e1-09ebbfc2cfc6
f312fd00-faa4-4d21-bf0c-0578c4f06fde,2023-10-16,No comment,2G08AR3RT08,5,175076d9-9fa8-4ccc-a5de-1f9b733ef97c
762f67bd-43cc-418b-b4d7-0ca990d3b1c6,2023-08-07,I've had a positive experience with this product overall,5TD5FY6VD00,4,1b0980e7-f662-4bb1-a46c-de25dc7123cc
23d5f868-9cf3-4c12-98f8-db38aa4a51a4,2024-03-05,"The item broke during shipping, very poorly packaged",8WK6E16EY82,1,1ca3c6ab-553d-47c9-bd1a-a4983f54f207
6b53ed53-3212-4e36-b94c-3066b1e03c0d,2023-12-16,"Couldn't be happier with this purchase, 5 stars",2DE8UW5MJ89,5,1dccb836-f17a-472f-8a20-c0418cc9d995
09660801-6474-4e41-b0a1-21fd169b97b1,2023-03-31,I'm happy with the purchase and would buy again,2TJ3M64NW79,4,1e444cbc-dbbb-49e8-af3b-4fe2ddc42678
41cca870-9ea8-4a85-b1dd-d92201a7059c,2024-01-19,"Horrendous shipping costs, almost as much as the product",1NW1NY0PP73,1,1ede96d3-48ad-479a-845f-d2ad68fa02e4
a905b51b-9a97-45b6-94a8-255627a773fa,2023-09-02,"Thrilled with the quality, exceeded expectations",3RP5J00EF93,5,1f148f02-e1f8-4b5e-a07f-40e22ace03e8
422cf762-2dcc-4a12-9b5d-b2051df05dc5,2023-07-31,"The product's sizing chart was inaccurate, resulting in an ill-fitting item",3E62CP6XT50,2,2048f876-5b81-411d-a3c6-6c9d2b6e62a2
5ad9cc80-6f81-434a-8668-2712dc4124c2,2023-04-07,"The product's advertised compatibility was incorrect, didn't work with intended devices",6AX3VG7UD97,2,21f718ea-f79c-429b-8838-6464fd389ff1
1285a6d0-4d6c-4275-b9eb-bb06349c92bc,2023-04-28,"The product is okay overall, but there are some improvements needed",5D72V31EC25,3,224e2ae9-004a-4b23-9456-e6e00a186231
961ad6c4-7bf1-434f-b8b5-21c87974860c,2024-02-15,"It's acceptable, but I've seen better",4GM0V18FG35,3,22560953-2c68-4934-89a3-db81fd2fbb1d
1ef5a90b-030d-446a-b225-70acf6251c79,2023-05-03,"It's acceptable quality, but there are better choices available",8T91R76RF07,3,22eb0bdf-b770-4d4f-806a-54f681eee14f
e4b015e7-b2b9-40e1-890d-2814718ad04a,2023-07-20,The product arrived damaged and poorly packaged,3QQ2X11MX98,1,244463b8-c29c-4184-95cd-c671dfaa865b
bef75b74-8236-4cdc-81be-8b3219999604,2023-03-30,No comment,4DA2QM4VC71,3,267a8e6c-a560-4059-9fe7-4288b9fd8df5
cb69ac8f-c406-40a9-b2ed-f2f893332686,2023-11-19,The product's customer service was unhelpful and dismissive of concerns,1AT9FC6UN05,2,26ab107a-d5e2-417c-91ff-0f1f0f2f64af
0ab83352-9389-40c5-b87a-240089c84ea4,2023-12-23,The item was poorly made and fell apart quickly,8KM5P47NP49,1,28b61c34-775f-43f5-a545-8bfa111cc916
03c09aa6-169f-43fc-9244-9a1ce3906899,2023-03-18,"It's passable, but it didn't wow me",7VY2N40KH94,3,2e5e87e2-f195-43d8-b2ab-018fdf6d2b44
1718a1bc-6103-47f4-81b2-d05c5b545bab,2023-06-22,No comment,3MN8HA6RG92,5,30b9247d-ad22-4952-8df3-4b2da5678bef
db88c45a-9e38-4d1c-b63c-a2bde5827f7e,2023-07-20,No comment,1MG5J33DQ09,4,31e36f56-ddb9-46b9-9063-b75a2f3921e3
7452852c-5444-4dcd-a558-ee2fa2bf3dc6,2023-06-18,"It's alright, but it's nothing to write home about",4ND6W41QW92,3,335dd0a0-cd7c-4f0a-946a-d18c94416260
8f340e9a-e4fe-40f3-afdb-256cf4474178,2023-03-21,"It's acceptable quality, but there are better alternatives",1EM0JG5FQ43,3,33d99b95-4133-46ce-b69a-14634e6ef75a
7b5cdd5b-6c6e-4576-be08-3524aa0418ea,2024-01-24,The product's advertised environmental impact was much greater than disclosed,3J07HV4HJ69,2,36e52789-c0fd-4be1-b08e-19d5e1bc88bb
2ca20aad-bda9-44e6-b0d8-8f767cf13233,2024-02-19,No comment,4GU9Q60GJ24,4,372ddeb9-8566-4b50-ab2a-c29e1dd7b63d
133a43e2-daeb-4c91-9737-3d669ca7b02e,2023-04-03,"It's a great product for the price, definitely recommend",6A24FN8QP00,4,39760aaf-b28c-46bf-9401-3dc099c80742
3d7d0e22-7f52-4b63-8cc2-e525a759b1af,2023-09-04,"Perfect in every way, couldn't be happier",5HH2QP4DH58,5,3a0c3604-e93f-48f5-afc2-905509742075
a114317c-29d0-408a-b73e-9d8e5296d1ac,2023-03-10,The product's assembly instructions were unclear and confusing,5TD5FY6VD00,2,3a136a48-34c3-4d34-99d5-087b3f8a3f12
2c2d6182-b7cc-4cc3-91d8-280217abeeb8,2023-07-21,No comment,6NJ9KW1AG66,5,3bc2b51d-ad0a-4fe8-bf0e-099bd100ffcf
4c389a54-2021-4f87-a99d-41080e7dd59d,2023-11-15,"It's a great value for the price, highly recommend",4K02WH5RU84,4,3f7335cb-40cd-4c1f-87bd-6b2f13e39920
8fac9ab8-733b-45db-aa37-ba317afaeb19,2023-04-23,"Couldn't be happier, 5 stars",1VY5X56HD78,5,402ecbfb-22df-4da4-98f7-1239c5b7a7ae
dc33ca9a-17ab-4ba8-b647-00db52ce0955,2023-05-02,"Couldn't be happier with this purchase, outstanding quality",9WD3W08JN83,5,4398f5a0-6b04-470d-9718-ad8dda5be704
41562484-79a0-4986-b0e2-2d9a201d3a83,2023-11-23,The product is reliable and has performed consistently well,7DR2E19WJ69,4,44365432-301b-46c6-b588-e788c2368bdd
895b3b36-7dab-45a2-94ba-8fba30debb83,2023-12-04,"Perfect in every way, couldn't be happier",9J72C51NG07,5,45c9a8dd-8f45-4caa-81d0-dab032649517
d57b2225-d441-4042-86a5-0356ccec678a,2024-02-22,The product is well-designed and functions smoothly,6G52XT3GV96,4,497d39e0-bfc6-4e9a-a9c3-7c613f1c3ab4
492c076a-fd75-4f2a-bbda-bc003fb6cb37,2023-12-29,"Perfect in every way, highly recommend",2RM0NP9TK40,5,51079401-947c-4c04-8d9d-c461b95225b6
80f69524-1e15-4fc1-a959-925e5fcae532,2023-08-14,"Exceptional product, highly recommend",7KN6VV9CC93,5,55b78c96-8e9c-4ddf-9593-00ae8ef753e2
76f41c66-2ea3-4416-8765-bda05cf022b6,2023-03-28,This product has definitely made my life easier,8FY9Q29QR12,4,55c421c0-a275-4365-b9eb-a2aed5fff181
cb730c13-31a4-403d-8acb-4d729da0470a,2023-09-01,No comment,3NH1QX2AU14,4,5658ddd9-6fb2-4466-b730-df3f493616c8
6b5bda2b-7ebb-45b0-ac58-5d2c61fe2cd8,2023-05-12,"Sizes were inconsistent, couldn't find the right fit",5G81JY9KG59,1,5830a991-fb90-4261-b990-ecad888c3038
3862a8e2-9cbb-484b-841d-70942b542401,2024-02-16,It's a practical product that has made my life easier,7V35PF7FA81,4,59b03933-3925-496a-bd53-abc539d345d1
f2676610-8ba7-4aa2-8ec5-2cefcc10a296,2023-06-11,"Received an expired product, completely unacceptable",6MT0UY8TQ82,1,5a9cf955-c339-46db-9a97-fd10573afd26
780f636b-5616-4594-a5f5-fd3ae4631daa,2023-07-07,"The product's return policy was overly restrictive, couldn't return for a refund",6J05DK5NE29,2,5ac30415-f4ad-44f8-a070-c55e9a717d03
31b1c6b9-9148-48e6-a80b-071958c0b8b0,2023-10-24,No comment,8P71FQ3EY86,4,5b7869aa-5c5d-49e0-87ec-0f3fb8e5a1a1
48d397cf-12a7-40a8-ad5e-73c88fb3d642,2024-01-17,No comment,8G25TE3XJ33,3,5f29b70f-7c90-432b-b8ac-549512bced65
530ff8e3-dd29-477c-b99d-f4bc722daf1a,2024-01-10,The product's colors faded quickly after just a few washes,9X84U33GJ83,2,5f7411b3-e5b1-4efd-b614-ca33a923d9f2
d90038eb-8bb9-4133-b4de-5a3264679549,2023-12-10,"Amazing value for money, flawless product",7K66QN6UM23,5,5f9427ed-be7d-4230-ae74-7c73469c32d6
6034d4ce-a789-480c-b090-b109cc547d02,2023-12-02,It's a reliable product that I can count on,6MG9MC2NG59,4,606e23b3-f509-483f-ad81-804128b68d8b
46a190a2-d602-495d-9399-b58f42941d72,2023-12-03,"It's okay for everyday use, but don't expect anything special",7YW0Q82XM49,3,623f0f94-b3b4-4dbf-bfde-41a66994bdca
7d270dc2-a025-4b11-bf4c-3e3e540ff9b2,2023-09-27,The product looked used and not brand new,3HR9T87HN01,1,648abef5-7fc1-4d9d-abde-547734ac251d
c4bcad19-784e-41e1-a969-5521a015cb14,2023-10-12,The product was poorly made and fell apart after a few uses,7DV8KM4QE54,2,65aeb37b-bf13-4cbb-911e-0d6063dcf85c
c083c8bf-08c2-4b2d-a8b3-39d06ed2673f,2023-07-05,No comment,6JA8KA1DH33,5,665c0b45-46b4-43bf-a782-adda0f0d9b32
c9e9f612-788b-4f5d-97cb-183af5cb84d1,2023-03-02,"Delighted with this purchase, perfect product",4UD0GJ2CP77,5,67b7e9df-f4cf-4e11-8b5d-ce1d6f6f3eb8
91cee856-d597-4310-bc96-0820dbc1be94,2023-03-02,No comment,9WD3W08JN83,4,67d2aaf4-fbcf-4308-b87e-5fc362750364
872eee73-8dcc-40c2-8926-2221b24aff10,2023-05-31,"Very happy with this purchase, it's been a great addition to my life",2TY0MT9KQ10,4,6866517a-7e34-41fc-8854-c8a27c03cd06
7b8a75f5-3188-4a4a-988c-42bd7433a349,2023-12-04,It's a versatile product that has been very useful to me,6EW8P82DX52,4,68f567c3-705a-4fa6-8f68-c27eab4875c5
150c4ece-03d5-40b7-bf13-744548691074,2023-04-25,No comment,2RC7Y26TM64,5,69124581-6c62-44e0-ac45-cf2306178fcc
b515c975-ed3b-4871-b4d0-cd9c7060dbd1,2023-06-11,Received a damaged product and couldn't get a replacement,6R31D53AQ14,1,69a80957-75ae-4ac2-a124-364bed3ea536
423d084d-958f-4da5-91c8-2300dfa25480,2023-04-24,"The quality of the product is top-notch, very impressed",3D28T37MH89,4,69e4c92f-421a-4176-b1d1-dacce88e46c8
596538cb-cb11-4e7d-8bbd-79f2eee96340,2023-12-25,Couldn't be happier with this purchase,8G91U37YX34,5,6a7d2792-7723-4657-b17f-bdd63f59ae4b
ad6454ac-e4f2-4e37-9432-3f691e5c635b,2023-04-21,No comment,9KX3R82XH17,4,6b1ddbc3-2067-4ee1-ae33-4841815504c5
644aa9ce-2395-4ddf-b359-3027b0103765,2023-09-02,"Remarkable quality, highly satisfied",3UQ6JC1FJ55,5,6b515a5a-75c9-4e92-a255-6ab5175b047f
ec06c1d2-9d6f-4b8b-9d3b-f01debb6f763,2023-09-01,"Remarkable product, 5 stars all the way",8WX9T98EC83,5,6c3ac051-9d6a-43e2-89d8-f98df4258976
ee3fff53-7ec2-4370-9c6b-8860e9c1324e,2023-09-01,No comment,4EX0MU5PX82,5,6d49a3df-dc8f-411b-8f3b-df5dd179e661
337f85e8-0b34-4ff0-8b8a-7efa69cd58a7,2024-02-20,The product didn't come with the accessories as promised,4WA0YY7HX63,1,6f1db5d2-a1d6-446d-a6a7-fc5675108534
224c53dd-5a2a-4d1e-b5ab-ee58611496ae,2023-06-11,No comment,2XC2TQ0WJ43,4,6f41ce41-96f5-4abd-8d76-dfc6f7e0a14f
a7dfc974-7edf-4a8a-aeeb-fc9626a7b933,2024-03-01,It's a great investment that has been worth every penny,6MT0UY8TQ82,4,704d3657-406b-4ad3-85d3-1b61fe990b1c
c59c913b-0ac1-489e-8fb0-3b15e07600d1,2023-07-14,"Couldn't be happier with this purchase, outstanding quality",8UD1QJ9NF11,5,704f3a2e-e0d0-4c08-98ac-a48158502555
2b1256d5-c54e-4110-957d-00678f43ef0e,2023-08-01,It's a reliable product that I can count on,5CW2Q80YT56,4,7151b477-834c-448b-b73b-f5899f6a3422
970ef6fd-25ff-49b2-9cd1-ed8259e2fad8,2024-02-06,"Perfect in every way, highly recommend",7VE3N87RX07,5,72ca6b30-55d0-4909-b3ec-7a224b60d22b
ca7a4e81-3e1b-434b-af9c-4f67e47ae262,2023-03-29,I'm impressed with the durability and performance of the product,3T51WE8RV59,4,754bfff9-261d-4029-8343-ccef21fa40db
3b33cccb-e2a3-4516-87ca-9f0dc8a716eb,2023-10-16,No comment,7M38VY0DM42,5,774a7731-7145-4e52-aed9-b949b588199f
8246ec84-c640-4e43-a582-7d9838ef4de8,2023-11-22,No comment,4PR1W64RM57,5,777c56b8-009b-430d-b9e6-c122bdadca17
39f4f268-0eb0-454b-9a1a-419a41294cb5,2023-10-16,"The product was falsely advertised, didn't match the description",9XP9JR9XM70,1,79018152-8014-45a4-abcc-1dc7efdcc072
bca93e49-641c-4084-8330-88398df0570c,2023-07-01,The product was falsely advertised as eco-friendly but wasn't recyclable,1VA4GW7TK38,2,7936fcbf-e133-4175-aa86-18e4acb76acc
47193e34-1e55-40e5-9e1e-1558233ea76f,2023-03-18,The product arrived quickly and was exactly as described,1D54NM0XV43,4,7995aea4-1e1e-478a-ba97-7e3fe1e375e8
5eb61661-d719-4ded-8a1e-67a4278cac90,2024-01-17,I'm happy with the quality and performance of the product,6K49P59MK21,4,79d18d75-3aaa-4ab5-b30a-e779d2505319
68604ffa-50d7-4baf-b68d-b008ed398564,2023-11-17,The product's material was cheap and uncomfortable against the skin,6NJ9KW1AG66,2,7b1a1f9a-4f86-43bd-b98d-d915272cdace
fef53abc-3190-492d-ad66-217567c9c6da,2023-11-18,No comment,5QM6RD9XU64,4,7b93be0b-618b-47da-9085-e95e5ed066ec
c7b18241-1177-4eab-866e-9b3f7cc0ff59,2024-01-05,No comment,3N92UU3KG10,4,7c3e08de-f9e5-4691-abad-1af10a515a89
a1370fcf-dd0c-4127-8268-0051921ca9b2,2024-02-02,"Thrilled with the quality, highly satisfied",1FU3M00TU09,5,7ced5df6-da67-446a-b955-dc55c6dcaafd
c8790b7d-e73a-4ccd-8ecb-a73afafa8c4c,2023-06-10,No comment,3GC8AY4NP35,3,7cfb751e-0eaf-46d0-96e5-1460697417ff
a23335ea-5c97-4b87-bd0c-77c5a7e93c33,2023-08-02,"It's average, meets expectations but doesn't go above and beyond",2KD9EM9VW10,3,7d6f13eb-63e0-439e-9b99-8362a81ad115
